operateur;MethodeAnalyse;Date d'analyse;fichier;Variete;N prelev;Date;HS;rep;N plante;id_Axe;id_Feuille;nmax;HaunStage;Llimbe1;Lgaine;Lentrenoeud;%vert;Llimbe2;Wlimbe;A_bl;A_bl_green;stat;w0,00;w0,05;w0,10;w0,15;w0,20;w0,25;w0,30;w0,35;w0,40;w0,45;w0,50;w0,55;w0,60;w0,65;w0,70;w0,75;w0,80;w0,85;w0,90;w0,95;w1,00
ABICHOU;Lamina2Shape;27-Aug-2012 12:18:08;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P13,tif;TREMIE;date 4;09/05/2012;12,63;2;13;MB;12;14;14;;;;;25,1;1,6;31,1;31;1;0;0,19317;0,51114;0,7105;0,82501;0,93819;1,0826;1,1899;1,3588;1,4589;1,5007;1,5772;1,4863;1,5647;1,591;1,5493;1,5802;1,5684;1,4907;1,3495;0,96272
ABICHOU;Lamina2Shape;27-Aug-2012 12:18:08;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P13,tif;TREMIE;date 4;09/05/2012;12,63;2;13;MB;13;14;14;;;;;19,6;1,9;28,3;28,2;1;0;0,14694;0,33846;0,5862;0,88049;1,2079;1,4177;1,4953;1,5582;1,6197;1,6697;1,7285;1,7664;1,8089;1,8708;1,925;1,9065;1,8375;1,7373;1,5151;1,2466
ABICHOU;Lamina2Shape;27-Aug-2012 12:18:08;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P13,tif;TREMIE;date 4;09/05/2012;12,63;2;13;MB;14;14;14;;;;;11,7;1,4;13,4;13,4;3;0;0,067825;0,18872;0,39816;0,62325;0,84579;1,0621;1,2549;1,3774;1,3817;1,316;1,2914;1,305;1,3351;1,3761;1,4001;1,414;1,4256;1,3362;1,1946;1,0718
ABICHOU;Lamina2Shape;27-Aug-2012 12:18:08;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P13,tif;TREMIE;date 4;09/05/2012;12,63;2;13;Talle;NA;NA;NA;;;;;24,8;1,8;34,4;34;2;0;0,12123;0,22193;0,36124;0,65087;0,98224;1,1956;1,4029;1,5844;1,7243;1,8029;1,8397;1,7554;1,5918;1,6092;1,7137;1,8386;1,7841;1,7024;1,5641;1,3002
ABICHOU;Lamina2Shape;27-Aug-2012 12:18:08;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P13,tif;TREMIE;date 4;09/05/2012;12,63;2;13;Talle;NA;NA;NA;;;;;17,8;0,8;9,2;4,5;2;0;0,096616;0,1668;0,22025;0,29107;0,25845;0,32631;0,43273;0,48546;0,59751;0,58974;0,63417;0,75662;0,74518;0,68317;0,644;0,76661;0,75017;0,75217;0,72028;0,504
ABICHOU;Lamina2Shape;27-Aug-2012 12:18:08;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P13,tif;TREMIE;date 4;09/05/2012;12,63;2;13;Talle;NA;NA;NA;;;;;24,5;1,6;27,9;27,1;2;0;0,068554;0,11597;0,1647;0,29785;0,56665;0,81727;1,0643;1,2861;1,4;1,4731;1,4453;1,501;1,5056;1,6168;1,5984;1,6316;1,6182;1,6143;1,4377;1,2432
ABICHOU;Lamina2Shape;27-Aug-2012 12:24:01;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14,tif;TREMIE;date 4;09/05/2012;12,63;2;14;MB;13;13;13;;;;;15,7;2,1;24,3;24,3;1;0;0,065772;0,1918;0,29512;0,62568;0,96777;1,1928;1,3641;1,5153;1,6943;1,8543;1,9541;2,0376;2,0787;2,1193;2,1125;2,0552;1,9611;1,8016;1,5548;1,1341
ABICHOU;Lamina2Shape;27-Aug-2012 12:24:01;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14,tif;TREMIE;date 4;09/05/2012;12,63;2;14;MB;12;13;13;;;;;26,4;2;39,8;39,4;2;0;0,10887;0,26162;0,51797;0,87969;1,1922;1,4607;1,6352;1,7035;1,744;1,7949;1,9123;1,9579;1,9185;1,9014;1,8777;1,8413;1,7984;1,7176;1,5301;1,2544
ABICHOU;Lamina2Shape;27-Aug-2012 12:24:01;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14,tif;TREMIE;date 4;09/05/2012;12,63;2;14;MB;11;13;13;;;;;26,7;1,5;30,1;26,3;2;0;0,056879;0,17034;0,22529;0,39948;0,5975;0,85836;1,1733;1,3645;1,4169;1,4224;1,4042;1,4146;1,4606;1,477;1,5392;1,5389;1,5253;1,488;1,3974;0,78217
ABICHOU;Lamina2Shape;27-Aug-2012 12:24:01;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14,tif;TREMIE;date 4;09/05/2012;12,63;2;14;MB;10;13;13;;;;;19,5;1,3;18,2;15,6;2;0;0,097905;0,23332;0,25318;0,38745;1,0055;1,2434;1,2159;1,2008;1,2137;1,1968;1,1809;1,1915;1,2197;1,2698;1,243;1,2013;1,2143;1,0947;1,1091;0,95711
ABICHOU;Lamina2Shape;27-Aug-2012 12:24:01;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14,tif;TREMIE;date 4;09/05/2012;12,63;2;14;Talle;NA;NA;NA;;;;;15,7;1,9;22;22;2;0;0,060179;0,1821;0,47804;0,73411;0,93356;1,0989;1,2853;1,4535;1,6003;1,7367;1,8206;1,8852;1,8937;1,9202;1,94;1,895;1,7589;1,5582;1,2843;0,64969
ABICHOU;Lamina2Shape;27-Aug-2012 12:24:01;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14,tif;TREMIE;date 4;09/05/2012;12,63;2;14;Talle;NA;NA;NA;;;;;24,1;1,5;27,8;27,6;2;0;0,12876;0,33833;0,60888;0,70366;0,7746;1,0179;1,1993;1,2809;1,3403;1,424;1,4357;1,4689;1,4563;1,4677;1,4716;1,4574;1,4616;1,4231;1,2722;1,002
ABICHOU;Lamina2Shape;27-Aug-2012 12:24:01;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14,tif;TREMIE;date 4;09/05/2012;12,63;2;14;Talle;NA;NA;NA;;;;;24,1;1,3;22,9;22,6;2;0;0,052549;0,13909;0,15039;0,37902;0,66587;0,86876;1,0299;1,0847;1,116;1,1944;1,2831;1,3469;1,3198;1,3039;1,2454;1,2321;1,233;1,1255;1,0751;0,67152
ABICHOU;Lamina2Shape;27-Aug-2012 12:24:01;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14,tif;TREMIE;date 4;09/05/2012;12,63;2;14;Talle;NA;NA;NA;;;;;21,4;0,8;10,4;8,7;2;0;0,071929;0,10666;0,15534;0,21513;0,24648;0,31042;0,43248;0,5037;0,54986;0,58945;0,6182;0,74935;0,75556;0,71089;0,7275;0,70354;0,64952;0,48238;0,57997;0,69097
ABICHOU;Lamina2Shape;27-Aug-2012 12:26:27;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14_suite,tif;TREMIE;date 4;09/05/2012;12,63;2;14;Talle;NA;NA;NA;;;;;15,9;0,6;7,2;7,1;3;0;0,074626;0,14175;0,26605;0,373;0,44124;0,49207;0,54511;0,56207;0,59481;0,58927;0,56767;0,54751;0,53942;0,52579;0,52203;0,51076;0,54471;0,52445;0,50226;0,35873
ABICHOU;Lamina2Shape;27-Aug-2012 12:26:27;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14_suite,tif;TREMIE;date 4;09/05/2012;12,63;2;14;Talle;NA;NA;NA;;;;;22,1;1;17,6;17,5;2;0;0,1354;0,23176;0,38042;0,49941;0,74231;0,81729;0,87936;0,90025;0,97689;1,0254;0,99665;1,0066;1,001;1,0139;1,0217;0,91729;0,91802;0,90924;0,89459;0,57361
ABICHOU;Lamina2Shape;27-Aug-2012 12:26:27;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14_suite,tif;TREMIE;date 4;09/05/2012;12,63;2;14;Talle;NA;NA;NA;;;;;17,9;1,3;17,4;17,3;2;0;0,15443;0,33425;0,43515;0,49609;0,68347;0,86837;1,0167;1,0918;1,1466;1,2026;1,259;1,2454;1,2122;1,2738;1,2349;1,2758;1,2671;1,2386;1,1115;0,86287
ABICHOU;Lamina2Shape;27-Aug-2012 12:26:27;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14_suite,tif;TREMIE;date 4;09/05/2012;12,63;2;14;Talle;NA;NA;NA;;;;;15,5;1,5;18,6;18,6;2;0;0,048075;0,2668;0,47805;0,7495;0,87951;1,0444;1,2093;1,313;1,408;1,454;1,515;1,523;1,517;1,5417;1,5315;1,5377;1,4852;1,4027;1,2545;0,8528
ABICHOU;Lamina2Shape;27-Aug-2012 12:26:27;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P14_suite,tif;TREMIE;date 4;09/05/2012;12,63;2;14;Talle;NA;NA;NA;;;;;9,7;1,3;9,2;9,2;2;0;0,12438;0,14133;0,19205;0,34465;0,51438;0,68758;0,85851;1,0182;1,1534;1,2525;1,2506;1,1902;1,1696;1,231;1,2475;1,2312;1,1703;1,115;1,0992;0,96155
ABICHOU;Lamina2Shape;27-Aug-2012 12:31:16;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P15,tif;TREMIE;date 4;09/05/2012;12,63;2;15;Talle;NA;NA;NA;;;;;23;1,4;23,9;23,1;2;0;0,17245;0,3974;0,55382;0,68256;0,81518;0,92095;1,0235;1,0665;1,2369;1,3193;1,3532;1,3286;1,391;1,3484;1,2807;1,3473;1,301;1,2512;1,1363;0,80663
ABICHOU;Lamina2Shape;27-Aug-2012 12:31:16;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P15,tif;TREMIE;date 4;09/05/2012;12,63;2;15;Talle;NA;NA;NA;;;;;20,8;1,5;23,6;23,6;2;0;0,34292;0,57306;0,69879;0,73879;0,97109;1,1482;1,2129;1,2724;1,3319;1,3982;1,4346;1,474;1,4828;1,4785;1,4601;1,4436;1,4022;1,3454;1,1967;0,93007
ABICHOU;Lamina2Shape;27-Aug-2012 12:31:16;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P15,tif;TREMIE;date 4;09/05/2012;12,63;2;15;Talle;NA;NA;NA;;;;;12,5;1,6;14,1;14,1;2;0;0,04931;0,12584;0,29437;0,48249;0,66634;0,84322;0,99414;1,1304;1,2387;1,3375;1,4317;1,4999;1,5383;1,5888;1,6084;1,5997;1,5833;1,4305;1,2455;0,91487
ABICHOU;Lamina2Shape;27-Aug-2012 12:31:16;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P15,tif;TREMIE;date 4;09/05/2012;12,63;2;15;MB;10;13;13;;;;;21,5;1,2;19,7;18,5;2;0;0,1252;0,1832;0,32051;0,54779;0,87174;1,0156;1,1002;1,1784;1,2084;1,1883;1,2122;1,1924;1,1621;1,1616;1,1525;1,1618;1,1241;0,97203;0,97648;0,91106
ABICHOU;Lamina2Shape;27-Aug-2012 12:31:16;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P15,tif;TREMIE;date 4;09/05/2012;12,63;2;15;MB;11;13;13;;;;;23,9;1,5;24,5;23,9;2;0;0,12544;0,18161;0,19652;0,21138;0,41564;0,61868;0,87218;1,1614;1,3193;1,3741;1,3922;1,4173;1,4247;1,4497;1,4679;1,4786;1,4648;1,3867;1,2068;0,94704
ABICHOU;Lamina2Shape;27-Aug-2012 12:31:16;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P15,tif;TREMIE;date 4;09/05/2012;12,63;2;15;MB;12;13;13;;;;;22;1,8;29,7;29,7;1;0;0,24401;0,52307;0,76875;1,0369;1,157;1,2697;1,4063;1,5212;1,6548;1,7342;1,7546;1,7704;1,7119;1,6971;1,6827;1,6774;1,6103;1,4867;1,3478;1,0652
ABICHOU;Lamina2Shape;27-Aug-2012 12:31:16;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P15,tif;TREMIE;date 4;09/05/2012;12,63;2;15;MB;13;13;13;;;;;11,3;1,8;14,6;14,6;1;0;0,025929;0,06972;0,27194;0,51777;0,80727;1,0505;1,2079;1,324;1,4248;1,5193;1,5982;1,6615;1,7208;1,7728;1,8131;1,7811;1,6472;1,4179;1,1171;0,66098
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;Talle;NA;NA;NA;;;;;11,5;0,3;1,8;1;2;0;0,074843;0,11928;0,12553;0,093172;0,17498;0,18743;0,15932;0,16693;0,12802;0,10173;0,13566;0,15818;0,16851;0,16195;0,19126;0,25769;0,28241;0,18503;0,096834;0,33075
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;Talle;NA;NA;NA;;;;;21;1,2;18,4;18,4;2;0;0,27496;0,41217;0,49333;0,59978;0,73292;0,80883;0,86775;0,92075;0,99849;1,0549;1,0909;1,12;1,1405;1,1546;1,1458;1,1403;1,1002;1,0616;0,93034;0,55884
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;Talle;NA;NA;NA;;;;;24,5;1;19,8;19,7;2;0;0,094187;0,25581;0,41967;0,50476;0,60186;0,78404;0,91498;0,97148;1,0103;1,0315;1,0419;0,97813;1,015;1,039;1,0255;0,96633;0,96325;0,92709;0,83495;0,70965
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;Talle;NA;NA;NA;;;;;14,9;1,3;15;15;2;0;0,14475;0,39822;0,60118;0,77397;0,88269;0,96205;1,0233;1,0518;1,0784;1,1154;1,1416;1,1785;1,2159;1,2819;1,3282;1,3538;1,3124;1,2523;1,0731;0,66383
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;Talle;NA;NA;NA;;;;;18,6;0,6;7,6;6,6;2;0;0,038706;0,10948;0,14017;0,27334;0,27235;0,34815;0,43883;0,44611;0,48449;0,50179;0,52585;0,56692;0,57477;0,62474;0,52099;0,53026;0,48712;0,52464;0,50969;0,23818
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;MB;9;13;13;;;;;18,8;1,2;13;9,4;3;0;0,12258;0,0922;0,16457;0,15081;0,21885;0,32873;0,47471;0,59098;0,57302;0,61236;0,72536;0,87086;0,99193;1,0762;1,1739;1,2189;1,2386;1,193;1,1116;0,85972
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;MB;10;13;13;;;;;22,3;1,5;23,9;22;2;0;0,074146;0,16736;0,33899;0,5713;0,75426;0,94286;1,1459;1,2466;1,278;1,2599;1,3079;1,3051;1,3733;1,4626;1,5199;1,5301;1,4611;1,3958;1,2524;0,83569
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;MB;11;13;13;;;;;23,8;1,7;28,6;27,4;2;0;0,10774;0,21921;0,23916;0,46735;0,68925;0,92156;1,078;1,2903;1,5244;1,6325;1,678;1,7055;1,6654;1,6654;1,6199;1,6273;1,6079;1,5495;1,4056;0,96759
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;MB;12;13;13;;;;;24,2;1,8;33,5;33,3;1;0;0,055084;0,35669;0,66484;0,81395;1,099;1,2756;1,3947;1,4774;1,5757;1,643;1,7444;1,7657;1,7754;1,7668;1,7538;1,6956;1,6791;1,6493;1,4728;1,0109
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;MB;13;13;13;;;;;14,8;2,1;23,4;23,4;1;0;0,40989;0,50674;0,80686;0,99774;1,2281;1,4128;1,559;1,7188;1,85;1,9707;2,057;2,1125;2,1364;2,1421;2,1213;2,0603;1,9948;1,8237;1,6446;1,3305
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;Talle;NA;NA;NA;;;;;14,4;1,9;20,3;20,3;2;0;0,064779;0,21125;0,42294;0,72944;0,99769;1,1682;1,3194;1,4692;1,5742;1,6672;1,7604;1,8366;1,8717;1,8959;1,8773;1,8615;1,7696;1,6236;1,4474;1,2136
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;Talle;NA;NA;NA;;;;;20,9;1,1;13,8;12,5;2;0;0,070769;0,10209;0,1213;0,15492;0,15726;0,24945;0,39173;0,50161;0,6399;0,75851;0,93421;0,98651;1,0195;1,083;1,1074;1,1011;1,1213;1,0761;1,0075;0,38398
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;Talle;NA;NA;NA;;;;;21;1,6;25,9;25,9;2;0;0,056662;0,29536;0,56503;0,74283;0,84799;1,0636;1,1788;1,28;1,3438;1,4615;1,5253;1,5846;1,618;1,6107;1,6087;1,5631;1,5148;1,482;1,3143;1,0367
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;Talle;NA;NA;NA;;;;;24,7;1,3;24,9;24,5;2;0;0,085196;0,15356;0,34622;0,56842;0,67497;0,84754;1,0308;1,1539;1,2222;1,273;1,3176;1,3532;1,3064;1,2867;1,3133;1,3143;1,2693;1,227;1,1272;0,7913
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;Talle;NA;NA;NA;;;;;16,3;1;11,2;10,1;2;0;0,16165;0,30452;0,4363;0,50011;0,64942;0,80297;0,90719;0,96345;0,90248;0,95933;0,89016;0,81981;0,78341;0,76723;0,75079;0,71595;0,70825;0,63719;0,65241;0,51991
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;Talle;NA;NA;NA;;;;;18,2;1,3;17,3;17,1;2;0;0,18795;0,36695;0,51136;0,63398;0,7199;0,87924;0,99601;1,0672;1,0589;1,164;1,2522;1,2341;1,2687;1,2291;1,2692;1,2667;1,1768;1,1147;0,91978;0,69428
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;Talle;NA;NA;NA;;;;;17,5;1,3;18,3;18,2;2;0;0,16543;0,43784;0,6183;0,71414;0,82077;0,86501;1,0395;1,1686;1,2585;1,2868;1,2881;1,3212;1,3061;1,3177;1,2959;1,3023;1,2774;1,1771;1,0578;0,63987
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;Talle;NA;NA;NA;;;;;16;1,5;19,1;19,1;2;0;0,2229;0,52697;0,67782;0,70054;0,97878;1,136;1,2456;1,3484;1,4441;1,4914;1,5271;1,5233;1,546;1,5301;1,5008;1,4612;1,4391;1,3576;1,1421;0,69961
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;Talle;NA;NA;NA;;;;;12,1;1,6;14,7;14,7;2;0;0,012189;0,08955;0,28194;0,4837;0,70456;0,94053;1,1625;1,305;1,3539;1,3991;1,4443;1,4778;1,5127;1,5467;1,5893;1,6494;1,5992;1,46;1,2896;1,0434
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;MB;9;13;13;;;;;18;1;13,8;10,7;2;0;0,079949;0,21317;0,21905;0,28548;0,44859;0,55115;0,70824;0,82643;1,0036;0,97734;1,0055;1,0211;1,011;0,99895;1,026;1,045;1,0089;0,97944;0,86914;0,66974
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;MB;10;13;13;;;;;19,7;1,4;19,7;19,2;2;0;0,072061;0,31222;0,51014;0,5928;0,64932;0,70377;0,90916;1,0621;1,1437;1,1663;1,2035;1,192;1,2678;1,2735;1,3367;1,3865;1,3594;1,2362;1,1429;0,76988
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;MB;11;13;13;;;;;19,3;1,5;22,8;22,7;1;0;0,1767;0,53015;0,73501;0,84834;0,93469;1,1102;1,2482;1,3565;1,419;1,4389;1,4532;1,443;1,4368;1,4131;1,3821;1,3837;1,3708;1,3373;1,2477;0,85552
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;MB;12;13;13;;;;;16,8;1,7;21,5;21,5;1;0;0,34173;0,62531;0,75289;0,79895;1,0198;1,1688;1,2642;1,3981;1,4906;1,58;1,6377;1,6397;1,6421;1,684;1,666;1,6331;1,5772;1,4779;1,3101;1,0731
